name,price,speed,first_word_latency,cas_latency,num_sticks,ram_size_per_stick,DDR,total_ram
Kingston Predator 16 GB,121.38,3333,9.601,16.0,2.0,8.0,4,16.0
G.Skill Sniper X 16 GB,362.25,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,169.0,4266,8.908,19.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,92.92,3600,10.0,18.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,136.79,4000,8.5,17.0,2.0,8.0,4,16.0
G.Skill Trident Z Neo 16 GB,59.99,3000,10.667,16.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM 16 GB,144.98,3200,10.0,16.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM RGB 16 GB,165.39,4400,8.636,19.0,2.0,8.0,4,16.0
G.Skill Trident Z5 32 GB,124.27,5600,14.286,40.0,2.0,16.0,5,32.0
Kingston FURY Renegade 8 GB,49.99,3200,10.0,16.0,1.0,8.0,4,8.0
Kingston Fury Renegade RGB 32 GB,103.82,3200,10.0,16.0,1.0,32.0,4,32.0
Kingston FURY Renegade 32 GB,98.99,2666,11.253,15.0,1.0,32.0,4,32.0
Kingston FURY Renegade 32 GB,99.99,3200,10.0,16.0,1.0,32.0,4,32.0
Mushkin Redline Lumina 16 GB,89.99,3200,8.75,14.0,2.0,8.0,4,16.0
Mushkin Redline 16 GB,84.99,4133,9.194,19.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 16 GB,74.53,4133,9.194,19.0,2.0,8.0,4,16.0
G.Skill F4-3600C16Q2-64GTZSW 64 GB,352.56,3600,8.889,16.0,8.0,8.0,4,64.0
Thermaltake TOUGHRAM XG RGB 16 GB,165.99,3600,10.0,18.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM XG RGB 32 GB,309.99,4000,9.5,19.0,2.0,16.0,4,32.0
Thermaltake TOUGHRAM XG RGB 16 GB,150.41,4000,9.5,19.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 32 GB,114.99,6000,12.0,36.0,2.0,16.0,5,32.0
TEAMGROUP T-Create Master 64 GB,499.99,6400,10.0,32.0,4.0,16.0,5,64.0
Kingston FURY Renegade Pro 64 GB,469.99,6800,14.118,48.0,4.0,16.0,5,64.0
G.Skill Ripjaws 32 GB,99.99,3200,11.25,18.0,2.0,16.0,4,32.0
Kingston KCP424SD8/16 16 GB,31.03,2400,14.167,17.0,1.0,16.0,4,16.0
Corsair Vengeance Performance 8 GB,34.98,2666,13.503,18.0,1.0,8.0,4,8.0
Patriot Viper Steel 16 GB,32.99,2666,13.503,18.0,1.0,16.0,4,16.0
G.Skill Trident Z Neo 16 GB,179.37,4000,8.0,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws 16 GB,57.99,3200,11.25,18.0,2.0,8.0,4,16.0
Kingston FURY Impact 64 GB,158.31,2666,12.003,16.0,2.0,32.0,4,64.0
G.Skill Trident Z Royal 16 GB,139.99,3600,7.778,14.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,529.86,4000,7.5,15.0,4.0,8.0,4,32.0
G.Skill Trident Z 32 GB,156.87,3600,9.444,17.0,4.0,8.0,4,32.0
G.Skill FORTIS 32 GB,115.0,2400,13.333,16.0,4.0,8.0,4,32.0
Crucial CT16G4WFD824A 16 GB,84.99,2400,14.167,17.0,1.0,16.0,4,16.0
Patriot Signature Line 8 GB,17.98,2133,14.065,15.0,1.0,8.0,4,8.0
Thermaltake TOUGHRAM 16 GB,199.99,4400,8.636,19.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0
Samsung M393A1G43DB0-CPB0 8 GB,16.48,2133,14.065,15.0,1.0,8.0,4,8.0
Kingston ValueRAM 16 GB,99.5,2400,14.167,17.0,1.0,16.0,4,16.0
Mushkin Essentials 16 GB,36.84,2400,14.167,17.0,2.0,8.0,4,16.0
Kingston KTH-PL426/16G 16 GB,61.8,2666,14.254,19.0,1.0,16.0,4,16.0
G.Skill Ripjaws V 64 GB,289.0,3600,10.556,19.0,4.0,16.0,4,64.0
Corsair Dominator Platinum RGB 64 GB,254.99,3600,10.0,18.0,4.0,16.0,4,64.0
Kingston KSM24ED8/16ME 16 GB,109.0,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston ValueRAM 32 GB,81.48,2666,14.254,19.0,1.0,32.0,4,32.0
Mushkin Redline Lumina 64 GB,203.56,3200,10.0,16.0,2.0,32.0,4,64.0
Mushkin Redline Lumina 16 GB,61.9,3600,10.0,18.0,2.0,8.0,4,16.0
G.Skill F4-4000C18Q-32GTZ 32 GB,196.71,4000,9.0,18.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,79.98,3200,10.0,16.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM XG RGB 16 GB,230.98,4600,8.261,19.0,2.0,8.0,4,16.0
Kingston FURY Renegade Pro 32 GB,156.99,5600,12.857,36.0,1.0,32.0,5,32.0
Kingston FURY Renegade Pro 64 GB,339.99,5600,12.857,36.0,4.0,16.0,5,64.0
G.Skill Ripjaws 32 GB,95.92,2666,11.253,15.0,4.0,8.0,4,32.0
Kingston KTL-TS421/8G 8 GB,48.99,2133,14.065,15.0,1.0,8.0,4,8.0
Patriot Viper 4 8 GB,57.31,2800,11.429,16.0,2.0,4.0,4,8.0
G.Skill Trident Z 32 GB,1601.89,3200,10.0,16.0,4.0,8.0,4,32.0
Patriot Viper 4 8 GB,76.45,3600,9.444,17.0,2.0,4.0,4,8.0
G.Skill Trident Z 64 GB,877.11,3200,10.0,16.0,8.0,8.0,4,64.0
G.Skill Trident Z 16 GB,149.4,3200,9.375,15.0,2.0,8.0,4,16.0
Crucial CT16G4VFS4266 16 GB,84.99,2666,14.254,19.0,1.0,16.0,4,16.0
G.Skill Trident Z 16 GB,129.0,4000,9.0,18.0,2.0,8.0,4,16.0
Kingston KSM24RS8/8MEI 8 GB,48.22,2400,14.167,17.0,1.0,8.0,4,8.0
G.Skill Trident Z Royal 32 GB,429.0,4000,9.5,19.0,2.0,16.0,4,32.0
Thermaltake TOUGHRAM 16 GB,139.99,3600,10.0,18.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM 16 GB,189.99,4400,8.636,19.0,2.0,8.0,4,16.0
Thermaltake TOUGHRAM RGB 16 GB,199.99,4400,8.636,19.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,489.99,3600,7.778,14.0,8.0,8.0,4,64.0
PNY Performance 8 GB,22.99,2666,14.254,19.0,1.0,8.0,4,8.0
Patriot Signature Line 64 GB,196.85,3200,13.75,22.0,2.0,32.0,4,64.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,104.92,3200,10.0,16.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,755.35,3600,7.778,14.0,2.0,8.0,4,16.0
Corsair Dominator Platinum RGB 32 GB,174.99,3600,10.0,18.0,4.0,8.0,4,32.0
GeIL Orion AMD Edition 16 GB,39.99,3600,10.0,18.0,2.0,8.0,4,16.0
TEAMGROUP T-Create Expert 16 GB,178.18,3600,7.778,14.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 64 GB,261.99,3200,8.75,14.0,2.0,32.0,4,64.0
Mushkin Redline 32 GB,152.18,3200,10.0,16.0,2.0,16.0,4,32.0
Mushkin Redline 16 GB,69.3,2666,12.003,16.0,2.0,8.0,4,16.0
G.Skill F4-3600C17Q-64GTZ 64 GB,250.21,3600,9.444,17.0,4.0,16.0,4,64.0
VisionTek 901351 32 GB,142.41,3200,13.75,22.0,1.0,32.0,4,32.0
Kingston KTD-PE426D8/16G 16 GB,64.34,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston FURY Renegade Pro 16 GB,105.99,6400,10.0,32.0,1.0,16.0,5,16.0
Corsair ValueSelect 16 GB,39.99,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston FURY Beast 64 GB,168.28,2666,12.003,16.0,4.0,16.0,4,64.0
Kingston KVR21R15S4/8 8 GB,31.19,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws 16 GB,72.02,2666,13.503,18.0,1.0,16.0,4,16.0
Corsair Vengeance Performance 8 GB,29.99,2400,13.333,16.0,2.0,4.0,4,8.0
G.Skill Trident Z Royal 16 GB,161.72,3600,7.778,14.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 32 GB,134.88,3600,10.0,18.0,2.0,16.0,4,32.0
G.Skill Zeta R5 Neo 64 GB,529.99,6400,10.0,32.0,4.0,16.0,5,64.0
Corsair Vengeance 8 GB,34.43,2666,13.503,18.0,2.0,4.0,4,8.0
Patriot Signature Line 8 GB,17.98,2400,14.167,17.0,1.0,8.0,4,8.0
Corsair Dominator Platinum RGB 32 GB,159.99,3200,10.0,16.0,4.0,8.0,4,32.0
Mushkin Redline 32 GB,230.71,3200,10.0,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Force Zeus 16 GB,34.99,3200,13.75,22.0,2.0,8.0,4,16.0
Kingston FURY Impact 16 GB,45.58,2666,12.003,16.0,1.0,16.0,4,16.0
Mushkin Redline 32 GB,97.99,5600,16.429,46.0,2.0,16.0,5,32.0
Kingston FURY Impact 32 GB,107.99,4800,15.833,38.0,1.0,32.0,5,32.0
Kingston KTD-PE421/8G 8 GB,23.98,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws 32 GB,66.98,2666,13.503,18.0,2.0,16.0,4,32.0
G.Skill Ripjaws V 32 GB,762.24,3200,9.375,15.0,4.0,8.0,4,32.0
Kingston ValueRAM 16 GB,74.98,2133,14.065,15.0,1.0,16.0,4,16.0
Crucial CT16G4SFD8266 16 GB,41.0,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston HyperX Impact 16 GB,49.77,2666,11.253,15.0,1.0,16.0,4,16.0
G.Skill Sniper X 64 GB,163.51,3600,10.556,19.0,4.0,16.0,4,64.0
Mushkin Essentials 16 GB,36.84,2133,14.065,15.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 64 GB,587.92,3200,8.75,14.0,8.0,8.0,4,64.0
GeIL Orion AMD Edition 16 GB,54.5,3600,10.0,18.0,2.0,8.0,4,16.0
Mushkin Silverline 16 GB,62.86,2400,14.167,17.0,1.0,16.0,4,16.0
G.Skill F4-3600C17D-32GTZ 32 GB,118.92,3600,9.444,17.0,2.0,16.0,4,32.0
Patriot Signature Line 16 GB,44.99,4800,19.167,46.0,1.0,16.0,5,16.0
VisionTek 901345 32 GB,146.96,2933,14.32,21.0,1.0,32.0,4,32.0
VisionTek 901350 16 GB,113.83,3200,13.75,22.0,1.0,16.0,4,16.0
Kingston FURY Renegade Pro 32 GB,189.99,6400,10.0,32.0,1.0,32.0,5,32.0
Kingston Impact 16 GB,163.99,2133,12.189,13.0,2.0,8.0,4,16.0
Crucial CT2K16G4SFD8213 32 GB,75.0,2133,14.065,15.0,2.0,16.0,4,32.0
G.Skill Aegis 64 GB,616.72,2133,14.065,15.0,4.0,16.0,4,64.0
Kingston Savage 16 GB,389.0,3000,10.0,15.0,2.0,8.0,4,16.0
Corsair Vengeance LED 32 GB,268.01,3000,10.0,15.0,4.0,8.0,4,32.0
G.Skill Flare X 64 GB,160.65,2400,12.5,15.0,4.0,16.0,4,64.0
Kingston Impact 32 GB,399.99,2400,12.5,15.0,4.0,8.0,4,32.0
Kingston ValueRAM 16 GB,134.99,2133,14.065,15.0,2.0,8.0,4,16.0
Mushkin Essentials 8 GB,25.17,2133,14.065,15.0,2.0,4.0,4,8.0
Corsair Vengeance RGB 64 GB,303.5,2666,12.003,16.0,4.0,16.0,4,64.0
Kingston ValueRAM 8 GB,40.49,2400,14.167,17.0,1.0,8.0,4,8.0
Crucial CT8G4WFS824A 8 GB,106.47,2400,14.167,17.0,1.0,8.0,4,8.0
G.Skill Sniper X 16 GB,204.32,3400,9.412,16.0,2.0,8.0,4,16.0
Kingston KCS-UC426/16G 16 GB,68.62,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston KTD-PE426/32G 32 GB,102.71,2666,14.254,19.0,1.0,32.0,4,32.0
G.Skill Sniper X 32 GB,198.0,3600,10.556,19.0,4.0,8.0,4,32.0
Crucial CT16G4RFD424A 16 GB,37.99,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston ValueRAM 16 GB,60.74,2666,14.254,19.0,1.0,16.0,4,16.0
Mushkin Silverline 16 GB,49.33,2400,14.167,17.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 16 GB,132.51,4000,8.5,17.0,2.0,8.0,4,16.0
G.Skill Trident Z Royal 32 GB,1565.83,3600,9.444,17.0,4.0,8.0,4,32.0
G.Skill Trident Z Royal 32 GB,439.0,4000,8.5,17.0,4.0,8.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,109.99,4000,9.5,19.0,2.0,8.0,4,16.0
Kingston KSM26RS8/8MEI 8 GB,34.71,2666,14.254,19.0,1.0,8.0,4,8.0
GeIL Orion RGB AMD Edition 32 GB,67.99,3200,10.0,16.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 32 GB,115.99,2666,12.003,16.0,2.0,16.0,4,32.0
Mushkin Redline 32 GB,159.5,2800,12.143,17.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 16 GB,92.99,4000,9.0,18.0,2.0,8.0,4,16.0
Mushkin Redline 32 GB,154.5,4000,9.0,18.0,2.0,16.0,4,32.0
Mushkin Redline 32 GB,260.45,2800,12.143,17.0,2.0,16.0,4,32.0
Mushkin Silverline 8 GB,102.53,2133,14.065,15.0,1.0,8.0,4,8.0
Mushkin Silverline 8 GB,74.76,2133,14.065,15.0,2.0,4.0,4,8.0
G.Skill F4-3200C16Q-64GTZSK 64 GB,399.0,3200,10.0,16.0,4.0,16.0,4,64.0
TEAMGROUP T-Create Classic 16 GB,91.99,5600,16.429,46.0,1.0,16.0,5,16.0
V-Color TRA516G56S836Q 64 GB,379.99,5600,12.857,36.0,4.0,16.0,5,64.0
V-Color TRA516G72S834Q 64 GB,759.99,7200,9.444,34.0,4.0,16.0,5,64.0
Corsair WS 64 GB,449.99,5600,14.286,40.0,4.0,16.0,5,64.0
Kingston FURY Renegade Pro 16 GB,137.88,6800,10.0,34.0,1.0,16.0,5,16.0
Kingston FURY Renegade Pro 32 GB,190.99,6400,10.0,32.0,1.0,32.0,5,32.0
Kingston FURY Renegade Pro 64 GB,453.7,6400,10.0,32.0,4.0,16.0,5,64.0
Kingston FURY Impact 16 GB,43.98,2666,11.253,15.0,1.0,16.0,4,16.0
G.Skill Ripjaws 8 GB,25.93,2400,13.333,16.0,2.0,4.0,4,8.0
G.Skill Ripjaws 16 GB,49.48,3000,10.667,16.0,2.0,8.0,4,16.0
Corsair Vengeance Performance 8 GB,29.99,2400,13.333,16.0,1.0,8.0,4,8.0
Crucial CT32G4RFD4213 32 GB,59.8,2133,14.065,15.0,1.0,32.0,4,32.0
Kingston FURY Impact 8 GB,26.55,2666,11.253,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws 8 GB,22.08,2133,14.065,15.0,1.0,8.0,4,8.0
G.Skill Ripjaws 16 GB,38.4,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston ValueRAM 8 GB,71.68,2400,14.167,17.0,1.0,8.0,4,8.0
Kingston KVR26S19S8/8 8 GB,20.38,2666,14.254,19.0,1.0,8.0,4,8.0
Mushkin Redline Lumina 16 GB,56.26,2666,12.003,16.0,2.0,8.0,4,16.0
G.Skill Ripjaws 16 GB,40.14,2133,14.065,15.0,2.0,8.0,4,16.0
Crucial CT4K16G4DFD8213 64 GB,299.95,2133,14.065,15.0,4.0,16.0,4,64.0
G.Skill Trident Z 64 GB,478.0,3200,8.75,14.0,8.0,8.0,4,64.0
G.Skill Ripjaws 32 GB,163.4,3000,10.667,16.0,2.0,16.0,4,32.0
Kingston KTH-PL426D8/16G 16 GB,53.49,2666,14.254,19.0,1.0,16.0,4,16.0
Mushkin Essentials 32 GB,91.72,2400,14.167,17.0,2.0,16.0,4,32.0
Kingston ValueRAM 16 GB,49.99,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston KTH-PL426S8/8G 8 GB,37.22,2666,14.254,19.0,1.0,8.0,4,8.0
Kingston KCP426SS8/8 8 GB,29.32,2666,12.753,17.0,1.0,8.0,4,8.0
Mushkin Redline 64 GB,261.5,3600,10.0,18.0,2.0,32.0,4,64.0
Mushkin Redline 32 GB,270.0,2666,12.003,16.0,2.0,16.0,4,32.0
G.Skill Sniper X 32 GB,270.36,3200,10.0,16.0,2.0,16.0,4,32.0
TEAMGROUP T-Create Classic 16 GB,56.33,5600,16.429,46.0,1.0,16.0,5,16.0
V-Color TRA516G60S832Q 64 GB,399.99,6000,10.667,32.0,4.0,16.0,5,64.0
Crucial CT16G4RFD4213 16 GB,32.99,2133,14.065,15.0,1.0,16.0,4,16.0
Crucial CT16G4VFD4213 16 GB,54.95,2133,14.065,15.0,1.0,16.0,4,16.0
Crucial CT8G4RFS4213 8 GB,34.99,2133,14.065,15.0,1.0,8.0,4,8.0
Kingston KTD-PE421/16G 16 GB,53.98,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston KTH-PL421/16G 16 GB,34.97,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston KTH-PL421/8G 8 GB,28.51,2133,14.065,15.0,1.0,8.0,4,8.0
Kingston KTL-TS421/16G 16 GB,149.93,2133,14.065,15.0,1.0,16.0,4,16.0
Patriot Viper 4 8 GB,54.41,2666,11.253,15.0,2.0,4.0,4,8.0
Corsair ValueSelect 8 GB,56.33,2133,14.065,15.0,2.0,4.0,4,8.0
Patriot Viper 4 8 GB,53.46,2400,12.5,15.0,2.0,4.0,4,8.0
G.Skill Ripjaws 8 GB,21.55,2400,13.333,16.0,1.0,8.0,4,8.0
G.Skill Ripjaws 16 GB,42.95,2666,13.503,18.0,2.0,8.0,4,16.0
G.Skill Trident Z 16 GB,159.0,3200,9.375,15.0,2.0,8.0,4,16.0
Kingston ValueRAM 16 GB,58.95,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston ValueRAM 16 GB,69.0,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston ValueRAM 8 GB,34.82,2133,14.065,15.0,1.0,8.0,4,8.0
Kingston KVR21R15S4/8I 8 GB,39.99,2133,14.065,15.0,1.0,8.0,4,8.0
Crucial CT4K8G4DFS8213 32 GB,159.0,2133,14.065,15.0,4.0,8.0,4,32.0
Kingston D2G72M151 16 GB,199.64,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston KCP421SS8/8 8 GB,26.94,2133,14.065,15.0,1.0,8.0,4,8.0
Kingston ValueRAM 16 GB,74.93,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston KVR24R17S8/8MA 8 GB,76.0,2400,14.167,17.0,1.0,8.0,4,8.0
G.Skill Sniper X 32 GB,75.05,2400,14.167,17.0,2.0,16.0,4,32.0
G.Skill Sniper X 32 GB,172.41,3200,10.0,16.0,4.0,8.0,4,32.0
G.Skill Trident Z 16 GB,189.0,3866,9.312,18.0,2.0,8.0,4,16.0
V7 V7192008GBS 8 GB,26.06,2400,14.167,17.0,1.0,8.0,4,8.0
Mushkin Redline 32 GB,270.01,2800,12.143,17.0,2.0,16.0,4,32.0
Crucial CT16G4RFD8266 16 GB,42.99,2666,14.254,19.0,1.0,16.0,4,16.0
Mushkin Proline 16 GB,56.99,2133,14.065,15.0,1.0,16.0,4,16.0
Kingston KTD-PE426S8/8G 8 GB,37.38,2666,14.254,19.0,1.0,8.0,4,8.0
Crucial CT8G4RFS824A 8 GB,28.99,2400,14.167,17.0,1.0,8.0,4,8.0
Kingston ValueRAM 16 GB,44.2,2400,14.167,17.0,1.0,16.0,4,16.0
Kingston KCP424SS8/8 8 GB,32.97,2400,14.167,17.0,1.0,8.0,4,8.0
Mushkin Silverline 16 GB,49.33,2666,14.254,19.0,2.0,8.0,4,16.0
Crucial CT2K4G4SFS624A 8 GB,39.95,2400,14.167,17.0,2.0,4.0,4,8.0
Crucial CT32G4LFD4266 32 GB,87.99,2666,14.254,19.0,1.0,32.0,4,32.0
Mushkin Essentials 32 GB,88.99,2666,14.254,19.0,1.0,32.0,4,32.0
Corsair Dominator Platinum RGB 16 GB,149.99,3000,10.0,15.0,2.0,8.0,4,16.0
G.Skill Trident Z 16 GB,229.0,3466,9.233,16.0,2.0,8.0,4,16.0
Supermicro MEM-DR432L-HL01-ER26 32 GB,88.77,2666,14.254,19.0,1.0,32.0,4,32.0
Kingston KVR26S19D8/16 16 GB,42.91,2666,14.254,19.0,1.0,16.0,4,16.0
Mushkin Redline 16 GB,81.94,3200,10.0,16.0,2.0,8.0,4,16.0
Mushkin Redline 16 GB,150.06,3466,10.387,18.0,2.0,8.0,4,16.0
Kingston KTH-PL426/32G 32 GB,79.98,2666,14.254,19.0,1.0,32.0,4,32.0
G.Skill Trident Z Royal 64 GB,603.91,3600,7.778,14.0,8.0,8.0,4,64.0
PNY Performance 16 GB,69.84,2666,14.254,19.0,1.0,16.0,4,16.0
Kingston Server Premier 32 GB,79.98,2666,14.254,19.0,1.0,32.0,4,32.0
Mushkin Redline 16 GB,82.63,2800,12.143,17.0,2.0,8.0,4,16.0
Mushkin Redline Lumina 32 GB,101.84,2666,12.003,16.0,2.0,16.0,4,32.0
Mushkin Redline Lumina 64 GB,198.9,2666,12.003,16.0,2.0,32.0,4,64.0
Mushkin Silverline 8 GB,49.23,2400,14.167,17.0,1.0,8.0,4,8.0
Mushkin Silverline 32 GB,152.93,3200,13.75,22.0,1.0,32.0,4,32.0
Thermaltake TOUGHRAM XG RGB 16 GB,169.99,4000,9.5,19.0,2.0,8.0,4,16.0
TEAMGROUP Elite 8 GB,58.76,2400,13.333,16.0,1.0,8.0,4,8.0
Kingston FURY Impact 32 GB,73.98,2666,12.003,16.0,1.0,32.0,4,32.0
GeIL ORION V RGB AMD 32 GB,99.99,5600,13.571,38.0,2.0,16.0,5,32.0
V-Color TRA516G64S832Q 64 GB,479.99,6400,10.0,32.0,4.0,16.0,5,64.0
V-Color TRA516G66S834Q 64 GB,475.99,6600,10.303,34.0,4.0,16.0,5,64.0
V-Color TRA516G68S834Q 64 GB,509.99,6800,10.0,34.0,4.0,16.0,5,64.0
Kingston FURY Renegade Pro 16 GB,96.93,5600,13.571,38.0,1.0,16.0,5,16.0
Kingston FURY Renegade Pro 32 GB,174.54,6000,10.667,32.0,1.0,32.0,5,32.0
Kingston FURY Renegade Pro 64 GB,429.99,6400,10.0,32.0,4.0,16.0,5,64.0
ADATA XPG LANCER RGB ROG CERTIFIED 32 GB,159.99,6600,9.697,32.0,2.0,16.0,5,32.0
